Antal nya cancerfall per 100 000 personer (crude rate), Ålder: 45-85+, Män, Diagnos:177 Prostata (blåshalskörtel), oavsett tumörtyp
År;Region;45­49;50­54;55­59;60­64;65­69;70­74;75­79;80­84;85+;Totalt
2006;Östergötlands län;7,46;38,03;154,46;498,08;751,57;944,65;1107,90;1460,89;1292,81;496,22
2006;Jönköpings län;18,78;65,98;286,83;539,42;1041,39;869,49;1106,53;977,12;910,66;516,74
2006;Kronobergs län;17,75;16,87;248,79;387,73;806,36;1097,63;1274,30;1084,24;1065,62;508,14
2006;Kalmar län;26,81;173,77;400,46;663,35;790,95;1362,40;1132,34;1040,68;1176,23;623,69
2006;Gotlands län;50,66;49,37;227,89;490,20;405,41;1336,30;1884,70;286,33;391,01;455,67
2006;Blekinge län;0,00;124,62;204,52;615,50;656,61;737,14;964,75;1234,57;843,88;485,15
2006;Skåne län;10,72;105,66;335,92;617,76;848,78;974,27;916,81;967,13;712,58;501,64
2006;Hallands län;21,31;96,73;331,93;807,51;1000,99;951,32;1080,49;1235,99;722,85;577,82
2006;Västra Götalands län;25,91;94,13;330,04;715,44;922,70;1003,36;996,92;1087,39;1055,58;546,68
2006;Värmlands län;22,11;107,05;217,19;497,09;751,88;1029,16;685,33;822,59;550,75;438,61
2006;Örebro län;0,00;101,98;315,36;426,22;756,17;947,96;1187,43;914,32;784,16;477,98
2006;Västmanlands län;24,48;75,60;245,59;438,05;851,33;826,45;823,05;1088,25;1630,03;482,62
2006;Dalarnas län;43,91;50,95;230,86;417,56;744,28;783,43;934,87;722,21;767,82;417,44
2006;Gävleborgs län;33,21;31,70;216,33;491,98;721,82;1121,02;1043,44;1286,79;606,06;489,79
2006;Västernorrlands län;37,58;82,63;203,55;313,88;650,82;891,86;1122,08;1278,15;982,92;461,33
2006;Jämtlands län;0,00;65,83;269,15;501,58;736,47;787,84;1067,38;1067,42;1103,75;480,57
2006;Västerbottens län;0,00;70,29;233,67;495,20;946,61;794,60;997,08;667,11;816,33;446,58
2006;Norrbottens län;0,00;76,66;134,12;361,52;465,57;593,94;732,52;904,37;442,85;318,16
2005;Riket;22,55;103,33;286,44;618,50;923,36;1054,42;1154,96;1123,48;872,11;533,29
2005;Stockholms län;40,99;143,47;355,72;780,25;1161,36;1193,48;1155,74;1201,59;883,56;579,24
2005;Uppsala län;49,55;60,12;293,59;697,34;739,75;993,58;940,21;929,19;587,57;465,48
2005;Södermanlands län;11,66;34,52;259,38;420,77;616,91;1047,53;954,43;1489,76;721,15;461,71
2005;Östergötlands län;7,44;60,35;123,24;387,52;668,97;970,55;1139,78;1473,81;1288,62;469,98
2005;Jönköpings län;0,00;75,54;235,46;565,26;988,81;911,09;1290,20;954,71;900,15;518,02
2005;Kronobergs län;17,54;16,66;199,46;481,33;496,98;1097,95;810,37;994,20;878,22;426,09
2005;Kalmar län;39,64;246,49;401,02;704,36;1001,78;1443,12;1740,56;1267,00;970,05;722,32
2005;Gotlands län;48,85;0,00;271,19;623,38;424,63;1265,25;657,17;714,29;805,64;419,71
2005;Blekinge län;0,00;40,82;270,54;552,96;766,09;1049,79;1156,50;1111,67;1049,87;529,93
2005;Skåne län;26,90;143,27;354,57;642,96;960,10;1158,63;1096,11;943,54;797,80;557,78
2005;Hallands län;21,30;129,12;315,82;611,31;1131,27;1232,81;1392,11;1128,51;646,20;598,97
2005;Västra Götalands län;15,94;102,55;304,03;722,45;952,24;1125,76;1136,00;1059,45;844,90;553,79
2005;Värmlands län;10,92;63,89;183,23;463,70;878,61;900,67;1443,40;1283,08;1119,64;531,72
2005;Örebro län;11,62;100,55;277,74;611,95;998,44;909,09;1398,11;1311,29;731,41;559,83
2005;Västmanlands län;0,00;62,61;228,05;482,58;948,32;959,39;1271,98;1340,93;874,94;519,68
2005;Dalarnas län;10,77;141,06;188,99;712,50;947,59;1014,61;1108,03;1227,31;803,21;546,99
2005;Gävleborgs län;0,00;31,30;81,91;365,57;529,74;406,71;817,71;892,37;592,97;309,87
2005;Västernorrlands län;12,18;82,16;311,22;478,84;874,30;892,53;1163,57;1253,92;1275,45;536,50
2005;Jämtlands län;46,56;43,80;220,88;490,94;776,07;947,33;957,15;1257,86;1149,87;495,18
2005;Västerbottens län;11,90;46,65;339,09;464,01;1078,17;1018,68;1016,83;910,93;909,58;507,73
2005;Norrbottens län;22,53;75,57;212,87;344,79;651,61;760,59;1257,86;878,97;738,85;414,97
2004;Riket;16,50;99,16;296,38;635,31;959,00;1143,42;1158,67;1062,16;852,27;539,42
2004;Stockholms län;15,96;117,05;382,57;779,20;1142,11;1226,15;1168,85;1090,18;849,85;564,63
2004;Uppsala län;9,86;108,12;340,83;799,31;1272,52;1162,43;1122,09;794,91;798,50;562,86
2004;Södermanlands län;11,65;55,97;303,68;461,84;808,50;839,60;992,44;988,88;918,60;459,44
2004;Östergötlands län;0,00;22,10;155,25;379,04;756,62;793,86;963,01;810,84;1072,14;397,38
2004;Jönköpings län;27,92;159,76;274,51;517,02;964,40;1003,16;1149,43;832,95;1256,98;534,21
2004;Kronobergs län;0,00;98,23;91,39;435,44;707,32;891,57;1089,57;919,54;969,70;434,58
2004;Kalmar län;12,99;133,98;230,72;720,91;1143,14;1377,66;1426,90;1100,08;518,69;625,39
2004;Gotlands län;0,00;47,25;318,47;934,32;1058,20;1379,94;2445,51;868,31;1005,03;691,31
2004;Blekinge län;0,00;60,05;263,46;727,86;909,09;941,39;823,82;1457,29;557,10;534,11
2004;Skåne län;27,00;119,75;350,12;685,64;1048,95;1125,10;1124,67;1105,92;725,05;571,05
2004;Hallands län;10,64;53,47;321,72;770,74;1096,86;1536,13;1035,01;1014,66;811,62;600,48
2004;Västra Götalands län;27,97;119,36;370,94;692,51;938,63;1139,97;1241,84;1063,62;763,76;567,30
2004;Värmlands län;10,92;41,84;190,74;337,13;895,26;1174,00;813,17;950,50;702,06;450,37
2004;Örebro län;0,00;76,17;136,10;675,79;840,27;1321,98;1164,12;1173,18;1166,91;545,55
2004;Västmanlands län;12,23;122,63;224,39;543,76;984,47;1119,09;1523,10;1216,63;947,12;567,06
2004;Dalarnas län;0,00;98,69;212,65;662,06;889,49;1268,83;1231,20;1182,52;714,29;549,90
2004;Gävleborgs län;0,00;30,58;124,67;248,48;481,79;656,90;677,56;997,44;839,04;319,53
2004;Västernorrlands län;23,97;57,20;316,63;483,25;960,48;1461,61;1698,84;1328,10;1556,62;653,29
2004;Jämtlands län;22,68;65,25;258,14;729,93;884,38;1019,44;1095,43;1189,19;546,45;530,42
2004;Västerbottens län;23,57;115,18;206,45;604,82;854,99;1646,42;1157,74;1326,76;1065,92;586,73
2004;Norrbottens län;11,13;95,60;211,89;412,58;612,18;906,02;1150,07;865,05;641,03;420,80
2003;Riket;14,82;83,68;252,00;533,51;855,25;1020,03;1187,61;1152,50;863,77;497,39
2003;Stockholms län;16,15;98,57;282,20;624,03;1011,28;1150,96;1331,20;1249,96;878,83;517,26
2003;Uppsala län;9,81;95,53;403,33;738,60;925,12;1275,33;1037,93;805,02;523,06;516,40
2003;Södermanlands län;0,00;64,84;175,94;380,73;648,92;829,71;1061,13;1324,92;727,84;419,84
2003;Östergötlands län;0,00;28,81;121,11;448,67;612,04;881,94;1048,53;1018,78;940,59;406,67
2003;Jönköpings län;18,57;27,79;180,47;376,63;612,78;788,99;1074,88;1073,76;678,45;405,32
2003;Kronobergs län;0,00;48,05;91,90;402,05;853,95;1074,05;667,51;682,01;622,08;388,20
2003;Kalmar län;25,53;71,81;253,85;673,31;757,90;1062,05;1402,36;1012,74;925,11;548,28
2003;Gotlands län;0,00;92,55;183,40;470,45;630,67;1194,85;845,67;721,50;1250,00;430,35
2003;Blekinge län;0,00;97,96;120,79;257,79;878,78;886,04;1196,49;819,67;1126,76;447,55
2003;Skåne län;27,04;148,77;265,57;637,68;941,96;1125,22;1164,19;1159,31;836,19;548,98
2003;Hallands län;10,72;84,21;422,07;518,99;756,84;1059,30;1118,54;813,48;1114,58;511,46
2003;Västra Götalands län;22,05;111,11;301,07;549,51;925,85;939,59;1270,35;1325,11;864,64;533,05
2003;Värmlands län;0,00;30,74;374,84;560,87;837,90;893,37;1064,25;856,88;402,59;476,46
2003;Örebro län;22,92;53,03;249,70;523,85;907,11;1255,64;1351,35;1203,98;962,95;549,34
2003;Västmanlands län;12,30;95,08;224,89;538,79;988,50;1131,01;1200,60;1208,56;1180,26;541,96
2003;Dalarnas län;0,00;47,94;188,05;498,09;840,27;962,63;1315,13;1259,64;975,41;500,79
2003;Gävleborgs län;0,00;29,75;97,93;144,83;465,26;731,57;989,90;1198,75;760,63;338,80
2003;Västernorrlands län;23,68;0,00;265,22;509,79;937,37;1191,46;1310,76;1533,51;1321,14;578,84
2003;Jämtlands län;0,00;127,77;299,52;652,26;906,50;1150,71;1312,01;1171,46;1104,54;587,15
2003;Västerbottens län;23,42;45,12;187,69;412,68;866,63;909,46;1073,99;1312,38;692,04;456,56
2003;Norrbottens län;0,00;20,93;111,94;369,39;507,93;814,02;997,39;757,58;714,50;345,05
2002;Riket;9,76;65,36;205,75;462,83;707,73;897,38;1050,74;1140,33;902,95;438,37
2002;Stockholms län;9,81;98,13;273,12;528,89;806,70;1021,57;1093,34;1294,34;917,97;457,98
2002;Uppsala län;9,82;64,64;243,37;729,20;929,98;981,09;1063,57;1086,42;959,69;481,48
2002;Södermanlands län;11,61;52,55;159,90;388,92;651,97;613,31;795,82;965,72;896,39;361,53
2002;Östergötlands län;0,00;7,05;102,29;325,69;433,76;649,22;1083,46;1276,60;1150,53;369,53
2002;Jönköpings län;18,64;36,23;148,76;409,61;563,17;829,15;1108,93;1182,31;719,42;415,68
2002;Kronobergs län;0,00;93,42;156,91;295,05;435,01;470,91;848,52;876,04;1013,30;334,74
2002;Kalmar län;12,53;104,96;305,03;413,13;618,43;1262,63;1132,56;1023,41;758,93;500,14
2002;Gotlands län;0,00;0,00;280,31;318,67;723,18;456,41;1170,84;1724,14;430,57;404,35
2002;Blekinge län;20,97;38,06;189,79;338,91;602,80;707,91;707,50;1271,52;1572,33;416,24
2002;Skåne län;21,61;112,81;261,17;515,42;875,47;1095,27;1127,93;1101,07;750,58;503,57
2002;Hallands län;0,00;72,33;100,40;508,91;867,32;639,94;762,28;989,36;921,45;396,70
2002;Västra Götalands län;8,03;54,44;202,86;530,70;733,82;829,86;1104,24;1153,85;944,20;450,82
2002;Värmlands län;32,20;60,13;127,83;455,46;695,73;1076,23;1095,14;978,93;952,38;462,61
2002;Örebro län;0,00;51,69;204,21;385,23;614,77;733,59;1162,54;1087,56;1148,20;428,31
2002;Västmanlands län;0,00;45,73;176,10;321,23;855,18;879,86;1100,00;949,87;1297,65;435,49
2002;Dalarnas län;0,00;9,32;139,15;384,76;458,61;761,44;1214,02;1152,07;957,34;398,09
2002;Gävleborgs län;10,55;9,60;64,10;365,84;365,32;558,98;760,23;941,18;636,07;293,59
2002;Västernorrlands län;0,00;21,74;196,66;349,38;540,50;1399,87;1122,02;1347,75;1173,77;489,78
2002;Jämtlands län;0,00;83,39;203,52;350,42;608,42;808,23;800,96;1302,76;820,01;417,24
2002;Västerbottens län;0,00;44,15;296,18;474,84;912,20;993,81;873,88;1087,72;410,56;452,09
2002;Norrbottens län;10,83;41,06;93,87;344,83;600,92;832,45;1066,85;1004,84;428,53;363,46
2001;Riket;10,47;59,52;196,07;425,57;711,19;891,87;1041,67;1134,30;947,80;430,73
2001;Stockholms län;14,97;54,88;225,11;498,93;738,59;991,65;1150,47;1126,28;1284,88;435,12
2001;Uppsala län;9,87;44,64;228,23;409,34;708,10;940,21;1000,61;996,22;1158,86;406,74
2001;Södermanlands län;11,60;61,46;240,21;377,89;648,50;827,26;789,98;923,33;798,30;387,47
2001;Östergötlands län;0,00;20,52;99,10;290,44;565,18;713,04;1124,24;1273,35;914,14;379,81
2001;Jönköpings län;0,00;26,40;182,73;375,49;728,95;789,14;1033,73;988,43;472,64;397,47
2001;Kronobergs län;16,86;15,19;114,80;326,23;541,17;524,21;957,68;1269,55;1137,44;373,60
2001;Kalmar län;24,72;135,67;247,61;399,54;622,06;935,13;701,60;918,88;446,33;407,63
2001;Gotlands län;0,00;45,31;146,63;335,57;732,60;642,79;1259,18;749,63;853,79;377,39
2001;Blekinge län;20,71;36,98;266,08;490,71;845,78;710,75;1037,81;1042,24;1113,76;470,37
2001;Skåne län;10,82;120,60;259,53;458,88;801,92;1016,04;1127,65;1141,76;930,92;488,53
2001;Hallands län;0,00;70,76;167,84;514,85;913,71;1143,39;1194,79;1123,95;941,18;502,61
2001;Västra Götalands län;16,18;68,34;225,13;500,31;806,98;991,74;1021,87;1304,40;1060,55;482,71
2001;Värmlands län;10,66;77,95;144,54;330,81;790,76;839,93;807,54;1206,68;826,26;420,51
2001;Örebro län;0,00;40,00;100,73;336,39;547,95;749,57;1228,02;1067,12;648,65;381,68
2001;Västmanlands län;12,51;54,98;205,78;464,24;912,20;944,49;914,14;1486,58;1204,82;484,54
2001;Dalarnas län;10,15;45,28;136,36;363,86;807,92;880,14;928,56;1112,26;1021,71;426,14
2001;Gävleborgs län;0,00;18,47;86,15;328,64;424,27;570,54;790,44;652,39;509,38;280,38
2001;Västernorrlands län;11,71;31,47;151,22;384,75;612,18;851,99;1298,84;1210,14;505,82;427,14
2001;Jämtlands län;0,00;20,32;212,31;396,28;336,64;942,03;1092,04;1362,33;746,58;425,69
2001;Västerbottens län;0,00;10,83;131,36;436,85;708,40;992,81;1010,22;1212,55;907,99;425,06
2001;Norrbottens län;0,00;30,04;97,83;140,13;309,98;393,77;936,39;725,61;937,79;246,97
2000;Riket;12,13;52,26;171,51;390,57;673,15;907,89;1124,53;1190,53;962,91;429,06
2000;Stockholms län;20,19;51,68;182,86;385,70;666,87;1055,37;1243,44;1485,50;1093,36;429,45
2000;Uppsala län;9,81;43,55;215,10;400,50;601,56;773,69;927,91;1206,80;794,04;369,59
2000;Södermanlands län;0,00;70,13;99,11;320,70;760,39;839,35;1041,44;1333,33;373,43;395,44
2000;Östergötlands län;14,93;40,07;97,35;249,69;486,38;834,91;1113,30;1235,25;962,34;382,97
2000;Jönköpings län;0,00;68,36;97,38;347,02;485,69;767,72;900,98;854,70;916,76;361,05
2000;Kronobergs län;16,54;14,99;69,32;311,80;361,01;657,17;886,99;1126,50;937,79;335,93
2000;Kalmar län;36,78;44,12;199,96;452,38;721,96;870,41;1235,79;1020,24;765,25;462,25
2000;Gotlands län;0,00;135,20;104,28;210,90;407,00;814,48;930,71;1410,66;875,27;365,75
2000;Blekinge län;0,00;53,89;74,70;189,80;564,36;833,33;982,00;868,81;1125,40;363,27
2000;Skåne län;21,55;78,91;222,13;514,66;836,25;1033,53;1143,59;1053,61;962,14;486,34
2000;Hallands län;10,96;49,54;144,98;432,12;680,27;1308,78;1124,18;1152,83;960,61;475,67
2000;Västra Götalands län;14,20;50,15;242,72;442,63;836,60;933,46;1328,17;1249,41;997,09;493,08
2000;Värmlands län;10,53;28,51;176,61;348,19;703,31;629,08;966,63;1049,32;1102,69;402,40
2000;Örebro län;0,00;48,61;84,58;308,89;365,00;705,23;1077,20;1308,33;1503,76;392,53
2000;Västmanlands län;0,00;85,51;191,56;466,48;903,93;777,47;1061,14;1478,39;1425,31;485,34
2000;Dalarnas län;0,00;88,22;124,73;362,50;521,41;717,76;1142,24;896,01;737,21;381,93
2000;Gävleborgs län;0,00;17,85;71,00;188,88;390,60;808,15;792,45;1043,06;466,20;300,86
2000;Västernorrlands län;0,00;20,24;172,60;260,36;609,00;701,25;939,16;1021,28;807,88;365,48
2000;Jämtlands län;0,00;19,75;136,64;277,99;676,82;1232,61;1351,10;1525,47;907,97;507,13
2000;Västerbottens län;0,00;42,53;217,03;614,42;766,35;1060,74;1045,30;1254,38;936,33;485,16
2000;Norrbottens län;0,00;19,65;79,86;351,94;482,72;757,51;853,22;715,14;941,32;316,48
1999;Riket;6,64;47,51;152,24;378,32;648,98;882,19;1125,22;1164,66;1007,16;418,35
1999;Stockholms län;10,07;47,33;153,63;297,41;652,04;833,91;1221,11;1269,07;896,42;374,83
1999;Uppsala län;28,88;43,03;143,94;389,59;772,27;1021,14;1313,01;1163,23;1041,94;431,77
1999;Södermanlands län;0,00;29,46;93,90;352,57;754,98;846,97;1118,05;707,90;754,92;378,61
1999;Östergötlands län;7,28;26,36;95,61;278,42;362,74;885,18;1097,83;1208,80;743,62;364,70
1999;Jönköpings län;9,32;33,53;114,05;383,55;452,29;969,01;1002,76;934,94;994,66;398,34
1999;Kronobergs län;0,00;44,59;128,22;296,67;694,71;888,77;794,86;1494,34;1636,25;445,07
1999;Kalmar län;24,23;76,11;264,27;494,22;472,34;804,29;1231,50;1019,71;1146,00;463,58
1999;Gotlands län;0,00;0,00;110,50;149,53;330,17;1055,41;1438,11;1247,08;446,93;369,28
1999;Blekinge län;0,00;52,40;119,15;312,99;354,08;582,91;684,56;1329,31;957,70;328,25
1999;Skåne län;5,30;46,27;184,18;420,55;723,54;1026,02;1194,44;1046,11;1018,65;453,78
1999;Hallands län;21,70;68,39;142,90;376,70;574,11;746,41;1010,00;1326,08;589,54;395,17
1999;Västra Götalands län;4,00;55,15;205,72;528,17;819,77;841,18;1099,38;1218,36;1244,64;474,22
1999;Värmlands län;0,00;46,90;117,36;382,63;717,49;930,23;1035,33;1064,33;1204,26;443,66
1999;Örebro län;0,00;47,49;112,51;341,48;609,97;799,48;893,72;1013,87;1125,11;385,34
1999;Västmanlands län;0,00;52,56;212,57;394,42;573,72;1196,22;1508,08;1504,92;828,65;494,69
1999;Dalarnas län;0,00;34,70;89,08;244,18;473,07;850,43;921,66;1160,32;1004,59;367,39
1999;Gävleborgs län;0,00;17,43;65,51;164,32;356,19;641,80;854,22;1103,28;793,84;296,78
1999;Västernorrlands län;11,26;49,76;85,48;251,55;572,50;546,79;1263,37;1335,62;924,26;387,82
1999;Jämtlands län;0,00;58,57;146,82;592,73;772,20;783,78;1394,50;946,81;1251,56;501,58
1999;Västerbottens län;0,00;73,72;176,09;637,91;999,11;1482,80;1227,42;1292,78;1153,11;578,57
1999;Norrbottens län;0,00;58,59;107,67;255,55;574,62;814,63;1152,13;1017,29;502,51;354,60
1998;Riket;4,87;38,98;125,21;313,24;596,83;800,91;1020,62;1115,51;975,79;379,89
1998;Stockholms län;3,33;33,08;115,81;251,08;582,07;826,13;1052,36;1123,07;899,87;333,67
1998;Uppsala län;0,00;51,94;203,74;427,74;817,46;780,69;1185,96;1557,57;1329,43;445,08
1998;Södermanlands län;21,59;58,48;175,26;288,16;613,82;714,89;887,21;1125,91;993,93;373,90
1998;Östergötlands län;14,16;39,37;84,92;191,36;487,72;757,58;1119,19;1036,51;1207,31;366,77
1998;Jönköpings län;0,00;33,52;120,33;244,38;446,78;790,87;787,86;1041,40;869,89;346,71
1998;Kronobergs län;0,00;44,78;57,90;234,25;631,23;982,74;1138,64;1393,90;908,21;425,85
1998;Kalmar län;0,00;43,49;124,43;412,85;694,01;803,52;945,02;1012,66;1035,54;417,68
1998;Gotlands län;0,00;0,00;117,61;462,43;579,47;1468,68;1021,97;1398,60;1590,91;491,03
1998;Blekinge län;0,00;34,16;21,05;220,97;435,91;764,76;951,86;878,48;1238,65;336,00
1998;Skåne län;7,81;41,26;134,47;398,90;652,25;806,27;921,39;1003,34;838,19;383,06
1998;Hallands län;0,00;39,30;50,71;172,39;416,63;666,73;941,03;1130,72;813,01;316,24
1998;Västra Götalands län;5,88;59,07;153,12;444,30;768,43;921,88;1080,56;1257,33;1032,17;454,15
1998;Värmlands län;0,00;9,44;123,84;244,52;307,11;490,51;727,27;849,59;1088,24;285,64
1998;Örebro län;0,00;18,74;108,13;229,28;419,62;770,68;933,67;751,43;719,91;319,64
1998;Västmanlands län;11,73;0,00;155,07;448,43;623,58;980,29;1209,63;1162,34;544,63;415,69
1998;Dalarnas län;9,44;34,97;70,95;236,62;498,29;534,37;1010,91;1084,94;1151,72;347,77
1998;Gävleborgs län;0,00;8,69;58,15;209,64;453,12;443,46;873,36;1076,10;889,72;294,38
1998;Västernorrlands län;0,00;39,67;90,14;195,50;451,94;797,71;1069,63;1226,16;1146,73;375,72
1998;Jämtlands län;20,90;39,01;131,75;317,61;621,42;760,58;1046,36;1224,94;1113,01;432,47
1998;Västerbottens län;0,00;64,05;298,23;420,34;856,38;1010,98;1597,93;1226,99;919,54;525,54
1998;Norrbottens län;0,00;39,40;112,97;185,22;494,51;852,38;1040,41;978,39;1091,14;342,94
1997;Riket;5,07;31,07;98,07;261,55;485,26;718,65;962,66;1086,79;928,94;341,82
1997;Stockholms län;1,63;31,84;90,16;216,22;401,49;595,60;1011,12;1085,79;799,00;280,75
1997;Uppsala län;18,02;35,47;142,39;361,94;755,55;795,03;967,00;1339,53;1340,84;398,74
1997;Södermanlands län;0,00;19,82;105,45;180,30;403,01;538,28;832,49;965,47;963,17;286,92
1997;Östergötlands län;0,00;33,18;44,74;207,75;280,26;586,30;978,10;1167,13;912,60;304,95
1997;Jönköpings län;8,90;17,05;46,05;193,33;340,40;684,23;1075,72;783,80;592,65;308,64
1997;Kronobergs län;0,00;0,00;80,87;190,43;496,03;942,04;626,96;1463,99;1210,90;371,61
1997;Kalmar län;11,56;22,13;101,46;320,32;788,51;943,57;1294,08;1258,69;915,44;470,18
1997;Gotlands län;0,00;0,00;0,00;154,98;163,40;256,52;512,03;633,41;934,58;171,50
1997;Blekinge län;0,00;50,96;88,26;297,69;489,93;459,21;635,40;898,62;851,06;293,78
1997;Skåne län;10,23;34,29;112,97;325,51;595,70;771,84;1074,89;953,56;824,88;371,63
1997;Hallands län;10,34;10,07;80,17;242,90;587,07;657,29;1003,95;1341,82;1002,11;366,61
1997;Västra Götalands län;1,92;35,70;110,98;358,85;463,77;800,38;989,06;1157,31;1206,79;383,19
1997;Värmlands län;0,00;0,00;116,57;216,43;286,62;562,59;880,49;728,08;1115,15;293,66
1997;Örebro län;0,00;37,99;63,83;134,73;429,63;879,16;914,31;969,11;914,08;340,57
1997;Västmanlands län;0,00;32,04;119,55;223,48;691,20;844,58;1023,39;1293,86;689,87;377,61
1997;Dalarnas län;18,27;36,14;74,76;194,26;444,51;930,09;778,55;948,96;770,10;339,67
1997;Gävleborgs län;9,35;17,84;96,69;141,33;390,15;498,79;746,13;969,81;478,13;262,92
1997;Västernorrlands län;0,00;40,18;160,25;257,36;508,54;694,86;775,28;780,72;627,29;321,93
1997;Jämtlands län;0,00;19,73;113,03;159,21;640,31;674,37;742,97;1733,30;1066,19;401,99
1997;Västerbottens län;10,76;55,05;206,23;441,18;697,24;917,08;1286,33;1468,03;1006,37;478,25
1997;Norrbottens län;9,94;60,53;13,06;199,44;492,27;761,97;815,92;1115,24;1135,60;316,69
1996;Riket;7,69;25,93;96,98;237,64;475,51;750,30;908,56;1112,58;894,15;337,34
1996;Stockholms län;4,75;14,12;54,59;188,13;436,78;771,60;905,58;979,36;788,93;276,70
1996;Uppsala län;8,71;55,99;164,98;368,74;813,01;1102,98;1181,97;988,78;1577,37;447,36
1996;Södermanlands län;10,17;20,56;109,60;166,88;590,28;916,00;986,92;1338,79;754,72;372,81
1996;Östergötlands län;13,38;34,39;120,66;155,50;444,29;504,01;996,89;1237,88;940,84;327,79
1996;Jönköpings län;8,63;17,75;35,91;82,78;393,12;923,23;964,14;1143,92;942,82;352,23
1996;Kronobergs län;0,00;31,89;41,74;263,06;469,37;561,30;933,83;1604,15;889,80;360,90
1996;Kalmar län;11,14;46,05;225,97;270,06;472,32;929,38;916,23;1021,59;1280,79;417,03
1996;Gotlands län;0,00;0,00;66,45;156,25;400,00;917,81;1150,63;1109,35;238,95;329,35
1996;Blekinge län;0,00;17,42;45,38;199,28;245,30;422,83;797,72;1007,27;1449,89;279,41
1996;Skåne län;7,49;25,22;107,75;305,96;576,94;875,65;950,54;1264,36;1002,44;387,73
1996;Hallands län;0,00;31,52;82,91;283,52;634,59;570,41;991,30;1215,28;1086,66;365,48
1996;Västra Götalands län;7,46;35,12;149,39;324,18;551,54;755,62;927,66;1243,61;730,59;374,17
1996;Värmlands län;9,57;0,00;79,62;143,65;353,88;655,04;636,94;782,35;599,25;264,26
1996;Örebro län;9,82;9,83;94,22;253,68;407,75;664,89;879,08;843,88;998,57;324,18
1996;Västmanlands län;21,53;44,19;54,71;298,64;443,42;804,67;597,01;1063,62;726,55;307,23
1996;Dalarnas län;8,83;9,49;26,04;133,98;471,73;546,24;822,09;1139,02;739,54;298,65
1996;Gävleborgs län;8,95;27,93;100,17;225,10;300,84;535,33;777,62;811,74;694,44;270,41
1996;Västernorrlands län;0,00;31,40;67,88;198,35;236,50;720,37;969,72;1243,49;850,39;322,48
1996;Jämtlands län;0,00;61,34;146,89;157,23;283,46;557,97;1180,47;778,86;1293,30;353,55
1996;Västerbottens län;31,69;46,09;119,98;329,44;517,03;920,62;840,03;944,70;757,84;366,19
1996;Norrbottens län;0,00;10,50;79,48;143,03;371,75;707,35;732,97;1039,28;970,54;273,44
1995;Riket;5,70;31,43;92,77;248,36;451,55;714,77;907,02;1070,74;925,46;332,13
1995;Stockholms län;3,07;28,21;83,12;232,71;447,62;768,74;865,88;891,50;895,09;285,85
1995;Uppsala län;0,00;20,03;86,39;370,86;658,62;1372,95;1104,55;1532,86;1066,22;445,48
1995;Södermanlands län;9,91;21,56;14,19;150,89;565,94;639,49;1061,14;928,33;1085,32;322,93
1995;Östergötlands län;6,52;7,27;86,14;178,50;434,01;622,56;632,77;1241,80;864,66;299,20
1995;Jönköpings län;33,56;9,41;73,60;190,35;598,18;698,82;909,81;1175,06;932,99;368,28
1995;Kronobergs län;0,00;16,81;0,00;191,66;535,80;901,92;825,76;1090,82;1174,03;363,97
1995;Kalmar län;10,83;36,62;168,34;323,90;449,83;896,62;1162,66;1342,72;1155,78;446,79
1995;Gotlands län;0,00;51,20;0,00;155,46;234,01;413,91;1170,21;938,97;487,80;262,71
1995;Blekinge län;0,00;55,03;68,82;226,02;271,92;589,01;784,01;888,40;1149,43;293,92
1995;Skåne län;4,89;29,19;114,73;255,01;484,93;756,67;1074,77;1103,55;1094,63;366,13
1995;Hallands län;9,87;22,22;42,79;219,39;442,21;554,59;670,44;660,30;682,40;260,07
1995;Västra Götalands län;3,64;61,94;137,04;388,10;444,37;697,95;955,88;1184,05;892,11;371,40
1995;Värmlands län;9,32;0,00;40,07;126,92;508,15;567,44;809,40;1011,18;968,65;307,45
1995;Örebro län;0,00;30,94;98,47;151,73;418,10;621,91;701,75;1247,53;585,79;306,49
1995;Västmanlands län;10,40;34,57;127,27;283,51;640,50;975,23;878,78;836,99;832,47;366,26
1995;Dalarnas län;17,18;40,51;13,43;103,35;330,58;564,32;791,82;829,26;998,81;277,34
1995;Gävleborgs län;0,00;9,85;102,75;181,60;480,33;460,01;753,97;797,91;714,47;271,82
1995;Västernorrlands län;0,00;33,39;96,37;197,55;232,47;606,40;948,81;1316,68;871,93;316,35
1995;Jämtlands län;0,00;65,51;59,14;125,37;244,72;562,71;669,89;1273,89;952,83;304,93
1995;Västerbottens län;10,37;24,61;121,54;379,91;421,94;864,53;984,62;1161,16;570,82;367,70
1995;Norrbottens län;0,00;11,02;93,10;185,75;313,92;579,71;1069,66;907,03;1002,87;279,91
1994;Riket;3,54;21,01;90,34;202,66;455,01;737,51;979,87;1135,26;983,12;339,87
1994;Stockholms län;2,99;24,91;86,95;219,25;437,65;713,81;1055,58;1033,27;896,17;297,80
1994;Uppsala län;8,43;53,99;241,18;371,98;749,27;1026,73;1057,78;973,71;1550,39;437,88
1994;Södermanlands län;0,00;11,47;119,02;165,55;389,27;699,30;829,88;1321,10;1319,51;332,78
1994;Östergötlands län;6,44;38,68;69,29;266,33;503,78;753,63;1005,34;1309,37;985,80;375,03
