Antal nya cancerfall per 100 000 personer (crude rate), Ålder: 45-85+, Män, Diagnos:177 Prostata (blåshalskörtel), oavsett tumörtyp
År;Region;45­49;50­54;55­59;60­64;65­69;70­74;75­79;80­84;85+;Totalt
1994;Jönköpings län;0,00;20,02;62,96;148,56;409,72;549,60;959,45;924,34;709,38;302,44
1994;Kronobergs län;0,00;0,00;43,75;143,94;357,57;673,90;1130,32;1743,64;1064,21;378,25
1994;Kalmar län;0,00;38,94;93,72;257,33;596,20;1445,29;1571,40;1869,47;1175,27;579,83
1994;Gotlands län;0,00;0,00;146,36;0,00;382,85;249,48;739,57;1547,99;763,36;266,74
1994;Blekinge län;0,00;0,00;93,27;152,26;297,34;378,02;798,08;1050,01;464,90;246,22
1994;Skåne län;2,41;31,07;93,26;250,72;527,15;811,48;1107,52;1140,92;815,22;371,29
1994;Hallands län;19,47;23,66;89,59;219,04;354,28;650,07;836,62;1149,83;1090,91;324,10
1994;Västra Götalands län;1,80;19,72;91,40;192,40;416,56;804,22;924,77;1149,99;1057,91;347,07
1994;Värmlands län;0,00;11,40;54,08;123,97;419,70;676,72;902,10;1008,40;946,87;319,03
1994;Örebro län;0,00;0,00;44,40;149,25;487,84;809,78;921,94;1013,67;1216,42;354,46
1994;Västmanlands län;0,00;0,00;148,50;158,34;508,77;691,38;894,03;1089,81;1174,74;327,12
1994;Dalarnas län;0,00;0,00;55,31;176,30;381,48;576,90;619,78;832,22;700,88;264,85
1994;Gävleborgs län;8,50;10,61;52,36;82,84;474,76;537,83;716,11;1064,80;845,44;280,81
1994;Västernorrlands län;9,71;11,80;14,06;105,57;363,75;539,38;709,69;987,07;785,41;261,67
1994;Jämtlands län;0,00;0,00;89,29;248,06;324,39;548,18;946,25;1342,66;782,01;345,05
1994;Västerbottens län;20,52;39,26;199,86;313,48;623,70;1004,38;1486,33;1212,12;1210,29;475,83
1994;Norrbottens län;0,00;11,57;80,31;199,26;408,36;459,14;856,30;874,82;1418,97;272,08
1993;Riket;5,00;20,46;71,24;227,28;444,86;759,62;1002,42;1122,37;973,49;345,40
1993;Stockholms län;2,94;21,07;65,08;248,14;451,41;719,82;991,55;1117,98;776,12;297,79
1993;Uppsala län;8,47;11,70;110,59;298,30;570,59;703,26;761,65;683,55;806,45;299,01
1993;Södermanlands län;0,00;49,12;62,00;198,35;412,81;913,80;856,32;1076,27;1169,97;349,34
1993;Östergötlands län;0,00;33,06;51,09;207,65;310,63;679,55;1070,02;1121,45;1077,50;333,37
1993;Jönköpings län;0,00;10,61;77,64;321,61;488,55;993,36;1378,93;1511,94;1606,61;490,53
1993;Kronobergs län;0,00;18,75;112,60;94,65;399,01;656,07;1013,57;1033,59;1381,32;351,05
1993;Kalmar län;0,00;27,35;48,54;387,66;541,00;937,61;1235,96;1659,75;847,23;473,30
1993;Gotlands län;0,00;0,00;75,59;77,97;226,76;745,03;1061,57;614,91;796,81;279,88
1993;Blekinge län;0,00;0,00;47,42;127,80;269,61;586,08;538,46;858,12;1055,66;245,16
1993;Skåne län;16,81;27,02;77,67;185,90;515,61;873,40;1014,51;1146,93;935,82;369,04
1993;Hallands län;0,00;0,00;62,05;320,76;318,18;794,34;1084,60;894,61;883,28;338,48
1993;Västra Götalands län;7,24;18,56;97,40;231,52;535,30;739,00;1093,45;1199,03;886,13;373,83
1993;Värmlands län;9,23;0,00;41,14;202,07;274,63;606,87;612,93;888,75;981,46;273,06
1993;Örebro län;0,00;23,41;0,00;210,44;377,15;840,27;984,72;794,01;583,24;324,95
1993;Västmanlands län;0,00;24,84;78,27;241,80;506,05;766,58;1281,38;1144,73;845,83;365,74
1993;Dalarnas län;0,00;23,04;56,91;159,83;369,66;502,79;909,26;861,05;1213,08;303,57
1993;Gävleborgs län;0,00;11,28;53,69;189,60;372,13;652,50;911,21;1095,72;820,34;313,40
1993;Västernorrlands län;0,00;12,47;85,72;282,05;209,57;654,17;814,35;1258,50;1331,40;328,03
1993;Jämtlands län;0,00;51,16;0,00;212,12;342,08;568,50;864,99;978,42;892,86;319,27
1993;Västerbottens län;0,00;27,58;109,08;280,41;558,00;1127,85;1185,37;1488,22;1825,40;467,70
1993;Norrbottens län;19,22;12,15;67,29;141,84;515,71;719,29;745,67;1161,54;629,92;291,48
1992;Riket;2,39;18,02;81,43;198,23;386,93;670,04;959,22;1119,24;996,68;325,35
1992;Stockholms län;1,48;12,33;91,22;208,06;372,13;707,59;983,62;1022,93;886,43;284,79
1992;Uppsala län;0,00;12,64;115,46;156,78;602,35;610,48;1132,17;1180,54;1401,72;352,86
1992;Södermanlands län;0,00;0,00;63,21;164,47;358,19;709,85;914,82;1268,26;1143,24;324,58
1992;Östergötlands län;0,00;8,73;52,42;161,15;334,59;697,49;1037,79;1190,48;1033,81;331,90
1992;Jönköpings län;0,00;22,40;65,70;211,26;345,75;808,46;900,82;918,17;717,36;333,96
1992;Kronobergs län;0,00;59,03;91,65;162,90;324,45;513,48;866,36;1284,49;1504,32;346,72
1992;Kalmar län;0,00;86,07;99,26;115,87;497,06;887,67;1206,01;2078,79;1330,38;489,63
1992;Gotlands län;0,00;0,00;75,87;307,34;301,66;823,38;1506,19;1100,63;265,96;376,16
1992;Blekinge län;0,00;0,00;95,58;102,17;161,05;474,43;633,27;824,74;1371,20;240,49
1992;Skåne län;2,42;22,17;53,04;222,40;428,79;780,88;968,92;1119,42;880,21;341,81
1992;Hallands län;0,00;13,29;112,04;305,27;577,56;789,20;989,14;1265,59;781,00;387,84
1992;Västra Götalands län;3,68;17,13;87,63;237,14;401,00;676,93;984,64;1038,86;938,41;336,44
1992;Värmlands län;0,00;12,57;82,62;118,48;282,20;443,17;710,01;926,35;880,81;257,61
1992;Örebro län;0,00;0,00;64,43;221,94;394,72;696,38;961,34;1206,68;711,16;346,40
1992;Västmanlands län;0,00;25,63;64,74;153,56;391,77;518,43;993,72;1133,74;1407,35;307,40
1992;Dalarnas län;0,00;12,14;57,65;171,78;384,46;514,42;933,60;1205,88;1159,58;330,70
1992;Gävleborgs län;17,51;11,74;67,88;146,67;338,32;506,88;743,57;739,60;788,73;260,59
1992;Västernorrlands län;9,77;12,99;86,37;116,55;293,56;551,41;828,43;847,03;1253,73;285,48
1992;Jämtlands län;0,00;27,58;182,62;238,10;360,46;585,61;971,78;1606,66;1382,03;414,32
1992;Västerbottens län;10,73;0,00;126,11;296,42;478,67;785,27;1183,73;1610,85;808,73;404,93
1992;Norrbottens län;0,00;50,62;67,56;169,82;296,90;463,37;821,63;793,65;1161,34;247,41
1991;Riket;4,65;20,86;77,29;211,57;372,43;677,43;939,22;1107,55;994,84;326,55
1991;Stockholms län;3,05;21,75;95,36;212,66;370,40;616,93;844,94;993,94;1017,09;272,29
1991;Uppsala län;18,37;13,42;84,18;244,78;322,78;756,22;775,92;1184,64;1187,34;318,82
1991;Södermanlands län;0,00;26,79;112,38;145,86;384,68;542,84;879,55;1097,39;1129,15;307,01
1991;Östergötlands län;6,75;27,17;117,12;126,24;346,62;582,59;1353,33;1376,98;719,75;358,31
1991;Jönköpings län;0,00;69,84;104,81;222,06;448,24;761,28;1098,70;1135,89;1011,12;396,13
1991;Kronobergs län;0,00;0,00;115,33;254,04;542,31;648,68;1115,72;770,34;1101,06;374,04
1991;Kalmar län;11,42;0,00;82,73;246,49;446,64;811,88;1696,94;1329,02;1209,68;478,24
1991;Gotlands län;0,00;0,00;76,05;149,76;222,80;920,89;855,61;652,53;825,31;298,27
1991;Blekinge län;0,00;0,00;24,02;76,40;343,37;598,62;631,27;837,57;994,04;252,47
1991;Skåne län;7,50;26,43;69,11;235,27;365,42;726,19;997,23;1118,62;982,19;340,81
1991;Hallands län;10,48;13,79;16,57;236,33;466,31;686,97;727,89;1151,41;865,80;322,14
1991;Västra Götalands län;1,91;10,17;52,79;196,14;402,02;718,56;965,61;1224,71;1044,42;344,32
1991;Värmlands län;0,00;0,00;95,77;220,92;311,83;541,29;699,72;1167,74;611,45;292,85
1991;Örebro län;0,00;52,35;81,29;218,03;335,45;542,72;671,14;956,48;1246,11;308,93
1991;Västmanlands län;10,71;13,25;132,24;320,30;503,30;683,13;1097,75;1340,25;978,79;377,81
1991;Dalarnas län;9,33;25,36;71,78;184,41;211,57;684,41;877,78;853,82;1038,36;310,18
1991;Gävleborgs län;9,15;36,53;13,50;197,32;368,57;614,53;714,64;901,74;763,58;286,96
1991;Västernorrlands län;0,00;26,43;72,32;187,90;226,56;650,05;970,25;1049,60;933,42;310,31
1991;Jämtlands län;20,22;57,55;150,78;321,17;482,44;954,25;588,88;1282,44;1092,35;427,81
1991;Västerbottens län;0,00;0,00;110,85;327,14;404,86;789,33;963,49;911,46;917,81;348,54
1991;Norrbottens län;0,00;12,85;13,60;142,51;249,75;666,21;774,06;1294,35;1048,49;261,42
1990;Riket;2,30;20,60;61,73;186,72;349,26;622,34;852,93;1001,22;949,36;299,78
1990;Stockholms län;0,00;22,65;60,47;205,98;369,24;721,22;891,87;1126,88;1061,33;288,35
1990;Uppsala län;0,00;56,28;101,66;225,46;488,61;801,48;1287,21;1404,67;1100,41;399,20
1990;Södermanlands län;0,00;41,72;32,14;240,93;216,17;605,03;944,20;1355,12;1182,99;317,67
1990;Östergötlands län;0,00;9,33;32,01;164,77;314,22;781,85;1057,88;967,86;1037,49;330,27
1990;Jönköpings län;0,00;47,70;155,24;193,42;432,17;743,91;1090,94;1150,75;687,29;383,28
1990;Kronobergs län;0,00;0,00;69,16;295,96;441,60;550,82;768,86;1323,53;1681,35;375,82
1990;Kalmar län;0,00;0,00;66,40;129,73;569,67;581,34;1126,15;1073,41;713,01;365,54
1990;Gotlands län;0,00;0,00;76,07;218,82;364,83;513,70;732,60;334,45;290,28;236,78
1990;Blekinge län;0,00;44,64;48,50;126,74;230,41;431,70;551,27;545,12;1135,19;219,45
1990;Skåne län;5,27;17,03;61,51;183,02;355,24;625,24;775,74;847,30;1090,44;291,04
1990;Hallands län;11,11;42,67;67,38;149,43;360,19;435,52;705,68;598,56;545,33;240,91
1990;Västra Götalands län;2,02;31,27;58,34;176,06;315,40;659,12;750,02;926,94;982,00;292,85
1990;Värmlands län;10,55;0,00;53,76;167,61;322,82;397,22;669,49;746,03;284,90;232,19
1990;Örebro län;10,08;0,00;97,06;306,23;443,77;745,97;1036,06;1257,86;1272,04;408,43
1990;Västmanlands län;0,00;13,69;66,68;182,45;285,16;542,99;940,32;1281,48;1234,02;299,56
1990;Dalarnas län;0,00;26,19;56,77;153,49;265,22;645,44;825,10;963,28;830,86;301,98
1990;Gävleborgs län;9,69;0,00;53,39;129,71;354,32;302,80;737,43;849,72;363,31;231,00
1990;Västernorrlands län;0,00;0,00;57,42;241,80;344,12;560,84;599,25;896,40;959,69;279,26
1990;Jämtlands län;0,00;0,00;90,80;197,57;433,40;754,50;1128,09;997,51;1210,90;405,75
1990;Västerbottens län;0,00;14,84;31,63;160,45;237,34;533,38;820,41;1071,19;772,20;260,63
1990;Norrbottens län;0,00;0,00;13,64;114,94;279,57;381,64;795,76;1189,12;548,95;217,16
1989;Riket;4,55;27,01;72,45;180,79;367,69;635,07;855,47;984,36;1035,98;309,30
1989;Stockholms län;3,45;35,44;93,79;228,08;440,82;659,74;992,32;1087,70;899,66;306,76
1989;Uppsala län;0,00;44,28;136,32;257,75;631,83;751,64;856,88;1057,53;1153,57;374,24
1989;Södermanlands län;11,31;0,00;126,76;174,12;393,34;819,19;1149,15;1356,63;1306,19;387,45
1989;Östergötlands län;7,61;9,63;84,60;211,64;413,96;654,03;1028,16;1212,28;1465,20;367,59
1989;Jönköpings län;9,89;48,94;51,51;226,84;399,69;618,44;814,52;821,79;660,61;313,98
1989;Kronobergs län;0,00;42,81;68,80;178,57;504,44;685,47;991,84;972,86;1629,33;389,82
1989;Kalmar län;12,93;0,00;82,84;238,74;466,24;658,36;925,23;1435,07;867,41;390,08
1989;Gotlands län;0,00;72,46;0,00;0,00;217,23;509,77;719,05;688,47;297,18;211,68
1989;Blekinge län;0,00;0,00;48,90;75,50;451,18;373,60;618,97;733,05;1208,13;248,64
1989;Skåne län;2,80;35,09;65,04;172,86;303,06;636,72;770,09;1114,51;1405,79;309,96
1989;Hallands län;0,00;14,91;50,28;196,75;372,04;702,03;920,88;927,88;1433,18;334,29
1989;Västra Götalands län;2,15;16,10;54,78;184,21;317,51;647,08;795,69;902,88;931,26;292,93
1989;Värmlands län;0,00;26,52;78,77;127,28;326,70;406,79;571,82;602,81;354,71;220,14
1989;Örebro län;10,74;14,37;63,24;223,13;404,09;677,26;1053,48;1205,65;830,12;369,77
1989;Västmanlands län;11,75;43,00;99,23;230,13;492,81;731,11;866,26;734,11;1326,39;334,98
1989;Dalarnas län;10,75;40,48;70,23;109,03;244,62;497,91;880,38;754,95;857,06;275,73
1989;Gävleborgs län;0,00;0,00;78,89;102,87;308,79;583,14;802,06;910,27;798,28;278,83
1989;Västernorrlands län;0,00;27,23;14,21;180,24;285,71;747,85;748,66;818,21;1109,66;297,01
1989;Jämtlands län;0,00;0,00;59,84;81,53;322,94;849,07;1023,95;1214,06;1242,24;386,90
1989;Västerbottens län;0,00;45,10;94,44;141,48;283,11;536,96;697,31;687,44;1058,67;257,27
1989;Norrbottens län;22,79;51,94;40,76;57,44;235,05;404,65;583,40;716,33;472,81;183,50
1988;Riket;3,73;16,92;71,06;191,83;389,16;697,78;906,46;1014,71;976,95;325,36
1988;Stockholms län;5,57;14,84;115,31;256,40;469,42;707,85;945,29;1058,25;880,21;317,88
1988;Uppsala län;0,00;15,50;118,18;222,53;273,67;950,32;942,63;1206,38;956,59;353,88
1988;Södermanlands län;0,00;15,01;79,23;215,47;472,34;885,81;1414,02;1388,01;1526,72;439,73
1988;Östergötlands län;8,12;19,85;93,53;264,36;378,27;856,04;998,39;1093,77;1194,92;381,65
1988;Jönköpings län;0,00;37,70;38,49;170,69;258,43;728,00;785,29;1061,26;967,56;314,29
1988;Kronobergs län;0,00;0,00;45,13;307,05;398,63;756,59;1016,52;1163,41;844,24;379,28
1988;Kalmar län;13,60;31,92;48,64;188,35;342,13;543,00;974,66;787,54;576,92;311,20
1988;Gotlands län;0,00;0,00;0,00;140,40;430,57;168,56;615,38;873,36;1217,66;243,07
1988;Blekinge län;0,00;0,00;73,62;149,94;326,92;539,41;847,15;928,22;1140,90;294,65
1988;Skåne län;5,95;18,07;41,68;189,06;458,82;724,79;964,10;1139,57;968,52;345,93
1988;Hallands län;0,00;31,04;66,61;194,27;234,58;665,62;861,22;1435,41;981,87;323,73
1988;Västra Götalands län;2,28;13,85;53,78;157,82;300,73;605,51;895,22;833,68;1004,22;290,80
1988;Värmlands län;0,00;0,00;25,60;150,08;217,88;696,76;736,46;649,57;546,12;253,66
1988;Örebro län;0,00;15,19;76,70;285,49;375,51;866,91;923,79;640,80;988,88;362,18
1988;Västmanlands län;0,00;30,08;162,51;196,11;522,45;804,67;1029,16;868,94;595,53;352,42
1988;Dalarnas län;0,00;41,72;13,84;105,86;313,91;643,60;627,20;664,56;1127,47;274,74
1988;Gävleborgs län;11,06;0,00;115,87;50,80;490,98;607,26;762,27;1164,53;991,33;324,77
1988;Västernorrlands län;0,00;0,00;125,87;149,61;420,82;722,93;840,43;1201,75;1554,58;362,70
1988;Jämtlands län;0,00;29,55;29,08;263,26;465,34;575,87;895,86;1521,16;1141,08;400,15
1988;Västerbottens län;13,61;30,44;31,34;169,30;587,25;838,25;782,98;1037,25;820,79;348,04
1988;Norrbottens län;0,00;13,05;26,96;99,78;385,02;500,15;812,02;1138,33;774,82;247,74
1987;Riket;4,73;21,46;64,96;175,62;369,94;643,70;920,13;1071,05;1034,22;320,82
1987;Stockholms län;3,99;25,50;70,96;201,24;405,83;699,74;940,26;1147,05;1318,64;309,65
1987;Uppsala län;0,00;16,16;33,38;201,80;533,65;599,61;886,74;1045,75;381,39;310,76
1987;Södermanlands län;12,69;30,63;94,51;227,12;368,38;826,60;976,80;1345,49;1573,50;388,84
1987;Östergötlands län;8,57;30,54;122,41;239,11;606,83;657,74;1098,05;1266,52;870,01;403,42
1987;Jönköpings län;11,02;38,26;25,28;142,00;374,93;578,52;1087,65;833,61;1114,04;329,84
1987;Kronobergs län;0,00;67,10;44,37;150,49;516,39;613,65;951,47;1346,98;1561,82;396,90
1987;Kalmar län;0,00;32,62;63,62;169,53;386,24;648,57;874,51;1002,23;1055,41;346,67
1987;Gotlands län;0,00;0,00;0,00;0,00;71,07;581,15;718,69;888,10;625,98;215,32
1987;Blekinge län;0,00;0,00;24,58;322,10;303,87;607,90;598,58;1058,53;349,85;279,72
1987;Skåne län;0,00;22,21;97,06;189,98;365,29;609,38;1032,34;1284,43;1298,21;350,63
1987;Hallands län;13,37;0,00;33,24;158,58;300,80;622,81;762,39;932,30;625,00;273,44
1987;Västra Götalands län;12,02;8,45;55,82;154,07;323,69;587,94;762,99;981,23;1011,71;289,00
1987;Värmlands län;0,00;26,89;62,38;73,52;328,65;627,01;800,00;763,23;495,66;270,21
1987;Örebro län;0,00;15,64;59,83;109,78;412,04;573,52;1196,27;1047,31;780,74;348,84
1987;Västmanlands län;0,00;15,50;48,05;289,46;505,87;758,33;1420,34;1258,49;1417,72;408,85
1987;Dalarnas län;0,00;28,21;108,93;127,79;215,40;510,99;794,55;696,86;906,15;268,80
1987;Gävleborgs län;0,00;13,11;12,67;99,29;317,85;603,64;671,79;947,23;563,20;260,32
1987;Västernorrlands län;0,00;27,83;41,21;212,22;288,05;913,62;1053,65;1041,86;1333,33;371,59
1987;Jämtlands län;0,00;58,92;171,14;280,68;336,30;796,59;1187,74;1689,19;1028,28;467,19
1987;Västerbottens län;14,15;30,71;62,39;180,53;397,17;758,73;929,12;1216,84;1107,52;345,81
1987;Norrbottens län;0,00;0,00;13,35;85,02;195,71;498,11;605,14;461,07;693,07;170,82
1986;Riket;4,92;18,34;64,69;171,42;328,92;587,16;803,83;1065,88;1010,38;295,78
1986;Stockholms län;0,00;15,57;64,97;176,15;346,02;630,18;838,74;1057,48;941,08;269,13
1986;Uppsala län;0,00;16,47;50,08;131,47;347,71;542,29;885,67;1383,62;725,51;301,89
1986;Södermanlands län;0,00;31,17;61,84;222,27;479,84;947,69;1292,73;1531,19;1459,23;443,07
1986;Östergötlands län;0,00;10,33;99,90;187,12;405,02;616,99;960,55;1018,82;1024,26;333,72
1986;Jönköpings län;0,00;12,73;124,60;160,48;328,99;646,43;644,45;1128,78;850,29;306,99
1986;Kronobergs län;0,00;22,52;21,98;229,89;271,68;654,42;828,95;945,76;1300,95;328,63
1986;Kalmar län;0,00;16,29;78,87;193,70;283,84;602,36;703,68;1192,31;1379,31;332,28
1986;Gotlands län;0,00;0,00;71,74;137,55;215,21;644,12;518,13;0,00;328,95;196,55
1986;Blekinge län;21,70;46,56;0,00;219,70;430,43;513,11;835,87;1006,61;949,55;314,08
1986;Skåne län;3,27;22,49;70,03;167,90;355,84;594,37;911,04;1139,04;1041,46;315,89
1986;Hallands län;0,00;16,44;33,06;123,47;178,77;272,32;604,55;1288,24;1362,18;234,48
1986;Västra Götalands län;14,97;25,46;49,59;162,85;323,15;525,32;852,04;988,07;1137,02;294,92
1986;Värmlands län;0,00;0,00;73,84;177,45;272,75;376,17;584,32;570,00;832,27;225,24
1986;Örebro län;12,84;62,85;58,67;145,19;372,69;548,42;791,75;911,41;1096,27;314,92
1986;Västmanlands län;0,00;0,00;141,74;140,82;530,20;671,60;1016,20;1624,31;736,45;357,70
1986;Dalarnas län;0,00;14,00;13,49;232,32;167,93;510,84;494,58;864,24;1018,33;243,98
1986;Gävleborgs län;11,90;0,00;37,50;84,04;271,17;415,65;463,32;933,13;321,44;205,53
1986;Västernorrlands län;12,92;13,98;95,47;165,81;252,24;638,77;640,07;801,53;874,00;273,13
1986;Jämtlands län;0,00;58,15;27,96;344,32;383,92;785,74;818,39;1010,78;953,39;388,26
1986;Västerbottens län;0,00;0,00;108,34;176,34;268,44;877,53;945,69;1750,88;1231,06;366,39
1986;Norrbottens län;12,51;0,00;53,35;126,56;281,08;576,48;636,15;957,70;808,08;228,11
1985;Riket;4,63;12,21;57,24;165,05;321,51;521,15;833,94;1020,18;1001,37;282,11
1985;Stockholms län;2,20;13,11;55,69;166,60;329,37;500,33;934,50;1276,99;1068,49;265,53
1985;Uppsala län;14,05;16,58;49,60;192,20;413,37;499,06;734,69;1152,07;1230,52;305,53
1985;Södermanlands län;13,62;31,15;15,24;198,72;478,62;643,92;1223,40;1758,85;2318,32;421,38
1985;Östergötlands län;18,34;10,30;19,52;233,60;223,30;486,04;884,39;835,73;674,92;264,83
1985;Jönköpings län;0,00;0,00;85,91;241,27;277,93;734,73;792,98;1012,75;990,10;325,38
1985;Kronobergs län;0,00;0,00;86,71;162,98;435,73;525,13;905,71;1239,09;1149,93;346,91
1985;Kalmar län;0,00;0,00;62,13;186,13;378,47;445,36;734,72;1275,61;647,72;303,70
1985;Gotlands län;0,00;74,10;0,00;134,95;290,80;236,31;528,82;1299,91;683,76;236,31
1985;Blekinge län;0,00;46,90;48,37;117,94;335,87;562,03;805,68;588,04;367,20;253,50
1985;Skåne län;3,36;22,49;69,06;197,53;363,99;489,06;843,47;1130,97;1152,45;303,42
1985;Hallands län;0,00;0,00;162,60;120,08;371,06;763,36;1004,21;856,33;906,84;330,54
1985;Västra Götalands län;2,56;14,06;59,64;156,78;312,76;493,07;638,27;814,31;818,27;249,21
1985;Värmlands län;0,00;13,01;24,42;157,17;167,97;384,62;755,41;796,67;1109,66;234,78
1985;Örebro län;0,00;0,00;86,31;213,09;368,20;742,80;985,75;1259,96;991,15;373,58
1985;Västmanlands län;0,00;0,00;46,59;90,40;373,80;723,86;934,31;766,28;767,54;275,93
1985;Dalarnas län;0,00;13,78;53,15;196,91;232,46;452,79;697,27;697,76;1256,98;261,60
1985;Gävleborgs län;0,00;0,00;49,12;91,69;254,47;420,59;833,98;1048,77;930,85;258,99
1985;Västernorrlands län;0,00;13,85;40,17;111,33;228,13;466,91;970,56;886,15;1357,98;275,75
1985;Jämtlands län;28,52;0,00;26,95;139,86;270,57;359,81;830,53;1349,53;983,61;297,66
1985;Västerbottens län;0,00;0,00;60,60;86,00;334,39;714,01;1041,67;716,30;491,64;277,42
1985;Norrbottens län;37,51;0,00;40,23;97,09;353,54;374,64;730,13;704,99;924,02;211,75
1984;Riket;1,73;16,76;67,28;161,60;319,01;556,60;858,07;1084,62;985,46;288,87
1984;Stockholms län;2,30;18,40;72,08;189,91;352,18;563,79;893,53;1116,81;1155,17;272,06
1984;Uppsala län;0,00;33,28;65,58;126,12;402,67;664,11;558,35;846,26;922,05;275,98
1984;Södermanlands län;0,00;0,00;59,94;206,85;245,04;780,47;1399,52;1491,10;1634,14;388,36
1984;Östergötlands län;9,46;0,00;95,28;175,24;360,23;641,41;975,85;1179,94;1163,47;333,85
1984;Jönköpings län;0,00;37,49;47,81;265,86;431,57;642,30;1037,18;1180,68;1005,97;365,92
1984;Kronobergs län;0,00;0,00;127,38;141,31;366,13;569,66;1162,02;1231,46;648,45;349,78
1984;Kalmar län;0,00;32,38;76,02;97,48;304,74;392,54;788,02;1012,66;747,10;271,22
1984;Gotlands län;0,00;0,00;68,42;200,60;71,97;547,52;1315,07;758,29;349,65;287,37
1984;Blekinge län;0,00;47,14;95,51;275,89;181,58;640,58;691,24;759,67;892,29;284,11
1984;Skåne län;0,00;18,63;71,54;170,58;296,99;615,48;839,21;1320,63;1038,96;306,93
1984;Hallands län;0,00;0,00;48,07;163,12;276,22;665,10;810,17;1233,05;169,06;276,16
1984;Västra Götalands län;0,00;19,42;69,14;133,60;302,36;563,92;786,68;972,50;1177,82;281,14
1984;Värmlands län;0,00;0,00;48,20;97,91;250,31;573,61;782,70;989,92;592,50;256,43
1984;Örebro län;0,00;0,00;69,68;218,35;303,03;571,03;813,99;1134,43;947,18;314,86
1984;Västmanlands län;0,00;15,70;61,55;132,34;579,66;604,52;1059,29;974,49;798,63;316,38
1984;Dalarnas län;13,36;0,00;77,75;100,84;248,02;303,86;577,69;1092,90;644,93;223,33
1984;Gävleborgs län;0,00;12,63;48,45;133,31;309,90;342,27;747,15;924,12;624,57;240,66
1984;Västernorrlands län;0,00;13,70;39,03;158,81;199,99;460,72;810,34;901,08;1555,21;267,17
1984;Jämtlands län;0,00;0,00;103,77;180,87;420,90;360,21;971,27;1231,61;678,35;324,43
1984;Västerbottens län;14,69;30,49;44,46;113,47;384,37;387,63;952,11;1111,99;1294,82;279,80
1984;Norrbottens län;0,00;38,93;26,70;139,09;235,33;609,34;751,99;711,16;645,51;220,59
1983;Riket;3,58;15,15;66,65;149,74;325,29;592,71;760,87;1002,90;1135,24;281,33
1983;Stockholms län;4,81;18,28;67,45;161,87;389,54;659,92;787,92;1152,13;1280,59;275,60
1983;Uppsala län;15,45;0,00;81,68;175,17;486,18;668,06;713,27;1111,11;1623,93;340,36
1983;Södermanlands län;14,66;15,29;145,63;247,70;420,58;999,82;1270,96;1561,71;1932,81;457,04
1983;Östergötlands län;0,00;10,02;83,16;158,30;245,17;509,57;853,68;883,61;1145,96;270,01
1983;Jönköpings län;0,00;12,39;69,22;168,99;378,67;741,91;798,20;1062,47;1042,35;325,56
1983;Kronobergs län;0,00;21,89;104,29;122,32;470,43;662,25;714,41;960,99;1430,62;340,54
1983;Kalmar län;0,00;15,75;29,91;110,25;357,09;670,81;754,03;761,68;608,13;285,16
1983;Gotlands län;0,00;73,48;67,68;66,36;71,48;552,92;672,65;785,08;1451,91;248,74
1983;Blekinge län;0,00;23,55;23,65;137,82;223,49;365,68;467,38;926,26;656,17;202,84
1983;Skåne län;3,56;18,38;60,00;181,76;327,98;603,11;722,83;1106,70;1405,45;297,53
1983;Hallands län;0,00;32,77;63,16;134,58;365,06;589,97;1058,66;1228,88;1061,48;323,23
1983;Västra Götalands län;0,00;10,88;80,40;141,73;292,42;534,10;729,70;876,25;969,96;261,13
1983;Värmlands län;0,00;0,00;59,11;141,19;246,91;688,49;545,47;817,69;1070,23;260,50
1983;Örebro län;0,00;0,00;80,42;156,61;435,34;708,18;653,82;742,33;604,91;296,93
1983;Västmanlands län;0,00;30,90;30,40;102,46;334,98;611,38;913,24;832,84;1214,33;265,82
1983;Dalarnas län;13,68;26,75;50,33;110,80;210,92;342,71;661,98;1160,09;814,21;235,63
1983;Gävleborgs län;0,00;12,37;23,82;99,15;268,47;481,59;723,84;867,99;793,94;240,02
1983;Västernorrlands län;13,48;0,00;25,45;146,12;183,62;457,74;776,31;1208,46;1217,04;260,64
1983;Jämtlands län;28,72;27,90;50,51;156,15;218,29;480,77;869,57;1171,61;1424,33;312,09
1983;Västerbottens län;0,00;15,16;86,98;156,45;348,96;583,94;779,33;1193,38;906,80;284,49
1983;Norrbottens län;0,00;12,82;65,84;85,18;314,00;436,33;627,43;446,30;1255,71;195,94
1982;Riket;3,64;12,66;54,36;150,34;281,87;544,47;816,45;1079,27;940,41;267,53
1982;Stockholms län;4,96;10,36;53,38;187,02;260,68;587,95;838,94;1050,77;966,18;242,89
1982;Uppsala län;0,00;16,34;80,33;257,98;321,92;604,36;1095,89;1104,42;1306,05;344,42
1982;Södermanlands län;0,00;15,15;114,48;276,09;396,13;1032,83;1500,42;1856,15;1703,74;475,30
1982;Östergötlands län;0,00;0,00;45,03;141,27;314,43;473,48;768,22;1270,45;1541,78;281,17
1982;Jönköpings län;0,00;12,16;55,87;147,84;290,17;641,07;1063,60;1338,79;679,81;315,21
1982;Kronobergs län;0,00;21,45;20,54;267,88;483,62;688,64;729,93;1265,09;961,08;355,35
1982;Kalmar län;0,00;15,40;43,88;41,33;215,59;557,65;868,54;738,61;231,39;238,07
1982;Gotlands län;0,00;0,00;0,00;66,01;284,90;238,28;456,88;605,45;1489,76;188,74
