Dödsorsaksstatistik, Antal döda per 100 000, C61 Malign tumör i prostata, Ålder: 45-85+, Män
År;Region;45­49;50­54;55­59;60­64;65­69;70­74;75­79;80­84;85+;Totalt
2006;Kronobergs län;­­;­­;­­;­­;92,16;202,20;424,77;667,22;1458,22;169,38
2006;Kalmar län;13,41;­­;­­;11,85;63,28;311,41;235,90;567,64;973,43;136,95
2006;Gotlands län;­­;­­;­­;­­;135,14;267,26;­­;429,49;586,51;84,96
2006;Blekinge län;­­;­­;­­;36,21;72,96;88,46;222,63;617,28;492,26;97,03
2006;Skåne län;­­;2,71;15,27;34,32;69,51;151,34;299,94;453,34;1170,66;124,27
2006;Hallands län;­­;21,49;10,06;52,44;42,30;167,88;374,86;632,37;1027,20;140,37
2006;Västra Götalands län;­­;4,09;11,65;27,19;67,59;141,74;346,76;732,56;945,29;131,23
2006;Värmlands län;­­;­­;9,87;31,73;101,21;205,83;372,04;658,08;1298,19;159,64
2006;Örebro län;­­;­­;­­;51,98;14,83;141,19;325,96;943,81;940,99;141,18
2006;Västmanlands län;­­;­­;22,33;59,20;92,87;84,76;274,35;612,14;839,71;117,39
2006;Dalarnas län;­­;10,19;9,23;59,65;28,09;191,50;498,60;802,46;1060,33;162,60
2006;Gävleborgs län;­­;­­;18,81;49,20;97,17;254,78;220,73;711,84;686,87;130,71
2006;Västernorrlands län;­­;11,80;10,71;11,21;30,27;167,22;471,27;1065,12;889,30;157,31
2006;Jämtlands län;­­;­­;­­;43,62;32,02;75,03;355,79;449,44;1103,75;122,70
2006;Västerbottens län;12,14;­­;­­;37,14;49,82;178,78;243,19;333,56;1122,45;107,48
2006;Norrbottens län;­­;­­;10,32;33,89;120,15;227,09;443,95;435,44;1273,18;139,30
2005;Riket;­­;4,77;15,32;32,55;96,83;194,99;349,21;607,24;958,48;131,42
2005;Stockholms län;­­;5,19;21,31;40,87;77,04;186,60;311,71;582,95;953,55;111,28
2005;Uppsala län;­­;10,02;26,69;52,83;78,70;207,00;385,73;929,19;994,35;148,11
2005;Södermanlands län;­­;­­;19,95;33,22;105,33;193,99;357,91;651,77;913,46;133,65
2005;Östergötlands län;­­;7,54;20,54;54,25;53,09;134,80;462,07;537,74;878,61;131,45
2005;Jönköpings län;­­;9,44;8,72;30,28;41,20;162,69;355,27;582,14;1066,84;136,78
2005;Kronobergs län;­­;­­;­­;17,83;71,00;260,04;421,39;248,55;1053,86;129,12
2005;Kalmar län;­­;­­;­­;25,16;113,10;177,92;376,34;278,12;717,00;111,70
2005;Gotlands län;­­;­­;­­;51,95;­­;180,75;­­;142,86;604,23;54,41
2005;Blekinge län;­­;­­;­­;38,14;247,13;179,96;186,53;707,43;899,89;145,06
2005;Skåne län;­­;5,41;19,98;30,62;75,90;166,88;276,85;661,22;948,74;126,94
2005;Hallands län;­­;­­;29,61;55,57;117,53;265,53;243,07;874,59;686,59;147,26
2005;Västra Götalands län;­­;4,10;13,30;31,03;108,48;198,22;374,36;586,08;1093,39;140,46
2005;Värmlands län;­­;­­;19,29;33,93;161,08;118,96;494,32;721,73;1078,17;163,73
2005;Örebro län;­­;11,17;19,84;10,93;109,20;282,83;209,72;598,63;853,31;130,11
2005;Västmanlands län;­­;12,52;10,86;37,12;96,44;255,84;299,29;703,99;1029,34;142,58
2005;Dalarnas län;­­;­­;18,00;10,63;72,89;87,47;287,27;731,17;803,21;119,46
2005;Gävleborgs län;­­;­­;­­;20,89;114,54;254,19;418,83;378,58;931,81;129,64
2005;Västernorrlands län;­­;11,74;10,37;35,91;122,71;241,73;581,79;746,38;1177,34;178,83
2005;Jämtlands län;­­;­­;­­;­­;194,02;341,04;565,59;492,21;689,92;157,09
2005;Västerbottens län;­­;­­;­­;­­;67,39;259,66;242,10;573,55;1230,60;125,07
2005;Norrbottens län;­­;10,80;10,14;23,78;151,54;176,88;426,77;608,52;682,01;126,22
2004;Riket;­­;3,03;12,31;32,03;109,97;194,40;347,82;621,26;1123,04;137,90
2004;Stockholms län;­­;1,72;19,13;25,91;110,33;165,06;375,53;687,29;1016,12;120,30
2004;Uppsala län;­­;­­;8,74;45,68;132,21;207,58;170,75;763,12;798,50;116,85
2004;Södermanlands län;­­;22,39;19,59;47,37;95,12;175,73;283,55;618,05;1020,67;131,52
2004;Östergötlands län;­­;7,37;6,75;49,44;87,72;228,74;290,43;553,74;1133,40;137,15
2004;Jönköpings län;­­;­­;­­;43,08;170,19;145,62;389,32;647,85;1256,98;161,44
2004;Kronobergs län;­­;­­;­­;18,93;73,17;115,04;352,51;543,36;969,70;124,91
2004;Kalmar län;­­;12,18;­­;40,05;16,57;199,66;210,53;427,81;821,27;106,73
2004;Gotlands län;­­;­­;45,50;109,92;302,34;183,99;425,31;1157,74;1407,04;219,96
2004;Blekinge län;­­;­­;35,13;­­;75,76;334,04;561,69;502,51;795,86;152,18
2004;Skåne län;­­;­­;9,86;35,46;117,86;195,46;275,54;564,09;1280,16;137,99
2004;Hallands län;­­;­­;­­;­­;139,04;170,68;396,39;563,70;1537,80;154,31
2004;Västra Götalands län;­­;­­;5,65;23,55;136,75;178,24;359,70;576,59;1136,96;137,83
2004;Värmlands län;­­;­­;28,61;24,08;59,68;285,12;337,17;554,46;965,34;140,33
2004;Örebro län;­­;21,76;9,72;46,61;49,43;120,18;365,21;921,79;1250,26;163,49
2004;Västmanlands län;­­;­­;53,43;38,84;50,92;232,26;474,41;405,54;1315,44;147,44
2004;Dalarnas län;­­;9,87;8,86;45,66;135,69;229,10;343,12;796,92;992,06;159,60
2004;Gävleborgs län;­­;­­;­­;33,88;131,40;117,90;458,35;539,16;1104,00;138,30
2004;Västernorrlands län;­­;­­;20,43;63,58;94,47;351,53;507,45;694,23;1456,19;189,95
2004;Jämtlands län;­­;21,75;19,86;­­;131,02;377,57;337,05;864,86;1327,09;195,06
2004;Västerbottens län;­­;­­;10,87;28,13;119,70;100,39;361,79;748,43;1234,22;139,16
2004;Norrbottens län;­­;­­;­­;25,00;76,52;230,95;225,50;449,83;699,30;95,64
2003;Riket;1,68;2,64;13,83;42,23;91,20;209,68;411,48;644,59;1081,99;143,33
2003;Stockholms län;3,23;5,10;7,84;34,31;90,52;212,12;397,99;670,27;1146,30;126,50
2003;Uppsala län;­­;­­;8,77;36,93;104,73;143,99;593,11;644,02;1378,98;149,92
2003;Södermanlands län;­­;­­;29,32;38,07;49,92;237,06;461,36;567,82;1039,77;139,95
2003;Östergötlands län;7,52;­­;20,19;43,99;79,34;200,44;419,41;559,33;1003,29;140,68
2003;Jönköpings län;­­;­­;8,59;34,24;58,36;128,81;327,93;606,91;1035,53;131,65
2003;Kronobergs län;­­;­­;30,63;­­;75,35;254,38;445,01;554,13;1119,75;154,75
2003;Kalmar län;­­;­­;11,04;56,11;86,13;177,01;514,20;583,09;1101,32;160,15
2003;Gotlands län;­­;­­;45,85;117,61;78,83;91,91;317,12;721,50;1666,67;167,36
2003;Blekinge län;­­;­­;17,26;­­;51,69;274,98;523,46;717,21;1126,76;162,20
2003;Skåne län;2,70;5,22;12,29;34,55;77,14;166,17;402,99;621,33;975,55;133,38
2003;Hallands län;­­;­­;­­;37,97;128,82;340,49;328,98;639,16;802,50;143,21
2003;Västra Götalands län;­­;­­;26,51;57,45;100,00;204,73;414,98;568,71;1132,06;147,74
2003;Värmlands län;10,87;­­;9,61;38,24;91,41;215,07;315,33;535,55;1118,32;139,65
2003;Örebro län;­­;­­;28,81;49,89;52,33;255,05;420,91;839,98;1046,68;167,57
2003;Västmanlands län;­­;11,88;10,71;26,94;53,92;146,61;400,20;759,67;858,37;129,77
2003;Dalarnas län;­­;­­;­­;24,30;62,24;315,04;298,89;668,38;772,20;133,55
2003;Gävleborgs län;­­;9,92;­­;96,55;75,04;232,77;336,57;762,84;1073,83;155,02
2003;Västernorrlands län;­­;­­;­­;53,66;226,26;201,63;655,38;736,08;762,20;174,54
2003;Jämtlands län;­­;­­;­­;108,71;33,57;259,84;410,00;745,47;1262,33;178,55
2003;Västerbottens län;­­;­­;11,04;14,74;86,66;161,68;429,59;725,26;1730,10;159,13
2003;Norrbottens län;­­;10,47;20,35;39,58;200,09;283,14;340,02;793,65;1190,83;161,14
2002;Riket;1,68;3,22;13,76;36,10;77,73;184,38;345,98;611,14;1017,17;129,64
2002;Stockholms län;1,63;4,99;11,05;32,19;83,90;156,56;379,32;659,50;977,20;114,57
2002;Uppsala län;­­;­­;36,06;26,52;72,94;204,39;519,42;658,44;1343,57;150,36
2002;Södermanlands län;11,61;­­;19,99;53,64;120,10;237,41;295,59;611,62;527,29;121,70
2002;Östergötlands län;­­;7,05;27,28;27,92;58,62;158,99;146,41;466,06;926,81;103,71
2002;Jönköpings län;­­;­­;17,50;24,09;88,92;239,18;339,83;733,03;899,28;148,99
2002;Kronobergs län;­­;15,57;15,69;42,15;102,35;249,31;282,84;262,81;696,64;113,34
2002;Kalmar län;­­;11,66;33,89;44,26;35,34;155,40;254,25;651,26;1339,29;149,66
2002;Gotlands län;­­;­­;46,72;­­;­­;182,57;212,88;1005,75;861,14;129,39
2002;Blekinge län;­­;­­;­­;­­;183,46;123,11;297,90;688,74;1179,25;141,76
2002;Skåne län;­­;2,56;4,97;33,25;79,21;184,12;272,26;519,52;869,72;112,68
2002;Hallands län;­­;10,33;10,04;40,18;50,04;150,57;283,13;569,63;691,09;109,14
2002;Västra Götalands län;­­;­­;7,73;23,76;76,03;159,45;375,02;588,58;1142,03;132,22
2002;Värmlands län;32,20;­­;9,83;66,98;15,46;163,07;352,01;788,58;1224,49;155,31
2002;Örebro län;­­;­­;­­;92,99;144,65;154,44;452,10;669,27;1190,73;166,47
2002;Västmanlands län;­­;­­;33,02;41,90;­­;125,69;350,00;738,79;1027,30;127,18
2002;Dalarnas län;­­;9,32;37,11;76,95;47,44;121,14;391,62;512,03;790,84;127,90
2002;Gävleborgs län;­­;9,60;­­;25,23;91,33;263,05;526,32;913,49;1272,15;181,29
2002;Västernorrlands län;­­;­­;­­;55,90;114,65;363,60;517,86;814,92;1071,70;182,33
2002;Jämtlands län;­­;­­;20,35;29,20;135,20;183,69;160,19;416,88;1722,02;151,72
2002;Västerbottens län;­­;­­;11,39;15,32;87,71;304,23;354,27;526,32;997,07;131,62
2002;Norrbottens län;­­;­­;31,29;41,38;46,22;194,83;317,78;334,95;795,84;98,80
2001;Riket;1,01;2,51;11,06;40,81;96,40;193,99;372,32;625,54;1070,40;136,90
2001;Stockholms län;­­;3,23;17,94;36,51;98,92;195,21;425,46;566,32;832,61;114,33
2001;Uppsala län;­­;­­;9,51;42,35;93,17;265,71;317,27;687,05;1014,00;130,43
2001;Södermanlands län;­­;­­;20,89;27,99;70,11;216,66;361,13;725,47;1224,06;144,85
2001;Östergötlands län;­­;­­;7,08;58,09;108,23;181,50;475,64;647,11;1240,61;158,66
2001;Jönköpings län;­­;8,80;9,14;25,03;104,14;173,61;420,50;626,81;981,64;148,49
2001;Kronobergs län;­­;­­;­­;65,25;206,16;137,95;401,61;317,39;1453,40;156,33
2001;Kalmar län;­­;­­;23,58;76,83;88,87;116,89;248,95;538,66;981,92;129,53
2001;Gotlands län;­­;­­;­­;­­;162,80;275,48;419,73;599,70;853,79;139,47
2001;Blekinge län;­­;­­;17,74;70,10;52,86;154,51;222,39;438,84;715,99;103,18
2001;Skåne län;5,41;2,51;10,28;41,72;93,34;197,56;279,18;670,69;1053,41;133,20
2001;Hallands län;­­;­­;10,49;27,83;68,96;206,19;341,37;624,41;988,24;131,80
2001;Västra Götalands län;2,02;3,80;12,06;41,23;116,71;169,50;384,22;649,19;1033,36;141,56
2001;Värmlands län;­­;­­;­­;27,57;108,54;339,20;403,77;645,43;1514,80;177,84
2001;Örebro län;­­;­­;10,07;56,07;109,59;134,54;457,90;533,56;1167,57;149,88
2001;Västmanlands län;­­;­­;11,43;14,51;114,03;272,85;420,01;833,94;1204,82;161,51
2001;Dalarnas län;­­;9,06;­­;67,38;63,37;224,35;265,30;698,40;1234,57;149,55
2001;Gävleborgs län;­­;­­;­­;39,44;60,61;195,61;385,58;595,66;926,14;128,91
2001;Västernorrlands län;­­;­­;10,80;14,25;115,82;163,15;293,29;1079,31;1365,71;165,11
2001;Jämtlands län;­­;­­;­­;60,97;67,33;289,86;507,02;576,37;1410,20;183,43
2001;Västerbottens län;­­;10,83;11,94;15,60;70,84;141,83;328,91;356,63;1150,12;109,63
2001;Norrbottens län;­­;­­;­­;56,05;31,00;178,99;456,78;496,47;1125,35;119,04
2000;Riket;0,67;5,50;11,37;42,99;94,66;201,42;398,41;646,56;1054,08;140,45
2000;Stockholms län;1,68;4,70;15,53;40,60;107,24;215,70;370,92;637,61;1114,59;124,55
2000;Uppsala län;­­;­­;­­;118,67;112,79;162,88;499,64;1097,09;1042,18;163,87
2000;Södermanlands län;­­;­­;­­;43,73;106,10;175,68;465,32;526,32;1120,30;137,30
2000;Östergötlands län;­­;13,36;14,98;59,93;97,28;189,75;352,31;507,33;1095,07;138,16
2000;Jönköpings län;­­;34,18;19,48;12,85;103,02;329,02;373,99;754,15;880,09;167,69
2000;Kronobergs län;­­;­­;17,33;44,54;103,15;164,29;214,10;563,25;812,75;119,97
2000;Kalmar län;­­;­­;­­;31,20;36,10;212,77;529,63;625,31;720,23;141,94
2000;Gotlands län;­­;­­;52,14;­­;81,40;271,49;517,06;783,70;218,82;133,00
2000;Blekinge län;­­;­­;18,68;47,45;53,75;154,32;400,07;579,21;1045,02;134,32
2000;Skåne län;­­;2,47;16,25;35,99;76,80;196,42;384,76;531,02;974,63;128,45
2000;Hallands län;­­;­­;­­;14,40;139,54;186,97;353,91;856,39;960,61;146,09
2000;Västra Götalands län;­­;5,57;4,26;50,75;89,99;160,94;406,83;656,25;1089,42;141,90
2000;Värmlands län;­­;­­;11,04;27,86;107,03;241,95;446,14;719,53;1240,52;166,97
2000;Örebro län;­­;­­;21,15;58,84;54,75;324,03;478,76;668,70;928,79;164,72
2000;Västmanlands län;­­;10,69;23,94;60,19;115,40;231,14;313,52;568,61;1197,26;143,44
2000;Dalarnas län;­­;8,82;10,39;41,83;63,20;187,99;308,22;678,79;607,11;122,99
2000;Gävleborgs län;­­;8,93;­­;13,49;105,16;177,79;396,23;506,63;1118,88;132,64
2000;Västernorrlands län;11,62;­­;23,01;43,39;148,14;143,85;449,16;748,94;1312,80;167,44
2000;Jämtlands län;­­;19,75;­­;­­;169,20;352,17;450,37;926,18;1650,85;225,78
2000;Västerbottens län;­­;10,63;­­;47,26;35,64;240,17;511,03;627,19;1310,86;151,37
2000;Norrbottens län;­­;­­;11,41;56,31;109,00;126,25;368,96;556,22;1380,61;126,95
1999;Riket;0,33;4,81;14,31;36,30;100,44;200,42;382,24;664,25;1100,06;141,28
1999;Stockholms län;­­;­­;9,25;23,90;104,73;210,36;437,60;691,57;1202,51;129,00
1999;Uppsala län;­­;8,61;11,07;­­;207,20;81,69;562,72;975,61;1094,03;155,72
1999;Södermanlands län;­­;19,64;­­;30,66;140,46;173,24;416,53;558,87;1240,23;144,05
1999;Östergötlands län;­­;13,18;15,93;10,31;84,64;199,48;375,21;889,50;1149,23;156,13
1999;Jönköpings län;­­;8,38;20,74;52,90;102,13;107,67;434,53;753,15;1142,02;162,68
1999;Kronobergs län;­­;14,86;54,95;­­;77,19;215,46;305,72;626,66;1195,72;152,83
1999;Kalmar län;­­;­­;13,21;47,83;109,00;268,10;388,89;611,83;641,76;142,94
1999;Gotlands län;­­;­­;­­;­­;82,54;263,85;410,89;1091,19;1340,78;176,25
1999;Blekinge län;­­;­­;­­;48,15;108,95;214,76;288,24;604,23;638,47;119,64
1999;Skåne län;­­;2,44;11,51;55,83;46,82;217,22;369,96;545,03;853,12;123,84
1999;Hallands län;­­;­­;­­;30,14;52,19;205,26;350,41;510,03;884,30;119,09
1999;Västra Götalands län;­­;3,68;15,82;55,14;102,47;187,32;374,34;579,86;1272,92;147,15
1999;Värmlands län;­­;9,38;46,95;28,34;119,58;176,42;381,44;626,08;787,40;140,63
1999;Örebro län;­­;­­;­­;15,52;107,64;223,11;194,29;656,03;1215,12;137,25
1999;Västmanlands län;­­;­­;­­;31,55;152,99;230,85;430,88;694,58;710,27;136,53
1999;Dalarnas län;­­;8,68;44,54;43,09;78,85;183,43;336,76;452,81;873,55;128,43
1999;Gävleborgs län;­­;­­;21,84;54,77;89,05;176,49;259,98;980,69;1774,46;173,53
1999;Västernorrlands län;­­;9,95;­­;29,59;114,50;299,85;203,77;582,19;975,61;131,68
1999;Jämtlands län;­­;19,52;24,47;93,59;235,02;238,54;550,46;612,64;1418,44;215,96
1999;Västerbottens län;11,31;10,53;27,09;31,90;124,89;177,94;486,34;684,41;1601,54;168,10
1999;Norrbottens län;­­;9,77;11,96;­­;77,65;217,23;423,23;1057,99;879,40;138,60
1998;Riket;0,32;5,70;14,04;39,03;95,56;209,16;393,33;638,86;1097,76;141,55
1998;Stockholms län;­­;4,51;11,98;30,69;90,84;233,95;397,28;608,63;991,00;119,03
1998;Uppsala län;­­;­­;­­;32,90;74,31;287,62;355,79;556,28;1382,61;136,40
1998;Södermanlands län;­­;­­;50,08;48,03;122,76;225,75;510,15;600,49;773,05;146,95
1998;Östergötlands län;­­;6,56;16,98;53,15;59,48;158,85;293,79;737,07;896,86;128,80
1998;Jönköpings län;­­;­­;­­;13,58;57,65;223,83;519,65;702,94;945,54;157,32
1998;Kronobergs län;­­;­­;­­;­­;50,50;265,60;553,93;769,05;1686,67;194,06
1998;Kalmar län;­­;10,87;13,83;49,54;35,59;210,45;300,69;978,90;1365,03;174,84
1998;Gotlands län;­­;­­;­­;­­;­­;86,39;510,99;777,00;681,82;118,52
1998;Blekinge län;­­;17,08;42,10;24,55;54,49;91,77;658,98;527,09;1734,10;175,71
1998;Skåne län;­­;9,71;18,34;53,70;63,53;223,20;407,12;492,87;1047,74;135,36
1998;Hallands län;­­;9,82;­­;31,34;121,52;129,64;397,32;651,02;1321,14;148,07
1998;Västra Götalands län;­­;3,69;14,35;39,03;100,94;214,87;315,00;605,86;1147,93;139,34
1998;Värmlands län;­­;­­;12,38;14,38;102,37;126,58;490,91;503,46;1182,87;142,82
1998;Örebro län;­­;9,37;24,03;49,13;34,97;161,30;389,03;601,14;1034,87;141,28
1998;Västmanlands län;­­;10,49;­­;49,83;132,28;104,29;459,66;619,91;786,69;127,29
1998;Dalarnas län;­­;8,74;­­;29,58;202,43;275,28;319,23;799,43;841,64;160,01
1998;Gävleborgs län;9,71;8,69;­­;27,95;131,55;158,38;315,90;768,64;889,72;136,62
1998;Västernorrlands län;­­;­­;38,63;60,15;129,13;225,44;452,54;681,20;886,11;157,15
1998;Jämtlands län;­­;­­;52,70;63,52;261,65;264,55;252,57;835,19;1284,25;198,80
1998;Västerbottens län;­­;10,68;­­;97,00;142,73;174,98;610,97;536,81;1444,99;169,28
1998;Norrbottens län;­­;9,85;12,55;14,25;108,17;308,31;266,15;815,33;1412,07;145,16
1997;Riket;0,32;6,70;12,36;48,98;108,07;206,97;396,47;642,70;1001,20;140,77
1997;Stockholms län;­­;9,10;12,88;43,24;86,99;199,72;413,05;627,84;1025,58;120,64
1997;Uppsala län;­­;­­;­­;103,41;147,42;101,93;386,80;893,02;1019,04;142,02
1997;Södermanlands län;­­;­­;­­;32,78;52,57;204,18;404,99;371,33;963,17;114,39
1997;Östergötlands län;­­;6,64;8,95;54,67;58,39;251,27;396,91;840,34;666,90;143,22
1997;Jönköpings län;­­;­­;­­;27,62;56,73;203,81;571,48;679,29;948,24;159,69
1997;Kronobergs län;­­;­­;­­;71,41;124,01;235,51;219,44;661,16;1210,90;151,90
1997;Kalmar län;­­;­­;14,49;84,30;17,52;188,71;366,66;397,48;674,54;117,06
1997;Gotlands län;­­;­­;­­;77,49;­­;256,52;102,41;633,41;934,58;111,47
1997;Blekinge län;­­;33,98;22,07;74,42;326,62;122,46;523,27;505,48;595,74;160,81
1997;Skåne län;2,56;2,45;9,68;39,22;121,66;157,06;381,94;529,75;757,27;120,69
1997;Hallands län;­­;20,14;­­;64,77;34,53;219,10;469,93;619,30;738,40;137,02
1997;Västra Götalands län;­­;11,27;12,61;46,01;132,05;206,88;340,49;689,18;1068,30;147,73
1997;Värmlands län;­­;9,64;­­;43,29;71,65;203,16;385,22;664,77;1212,12;150,21
1997;Örebro län;­­;­­;25,53;67,36;120,30;327,53;291,80;726,83;1188,30;172,06
1997;Västmanlands län;­­;10,68;39,85;120,34;112,09;329,59;682,26;509,70;1505,17;195,80
1997;Dalarnas län;­­;9,03;37,38;44,83;107,30;220,70;513,14;776,42;1223,10;182,14
1997;Gävleborgs län;­­;­­;12,09;14,13;115,60;249,40;429,02;500,55;1147,50;145,34
1997;Västernorrlands län;­­;10,04;13,35;30,28;95,35;322,01;230,49;848,61;1254,57;160,96
1997;Jämtlands län;­­;­­;­­;­­;160,08;192,68;530,69;782,78;1243,89;188,76
1997;Västerbottens län;­­;­­;14,73;32,68;268,17;191,06;357,31;849,91;1073,47;160,74
1997;Norrbottens län;­­;­­;26,11;56,98;76,92;108,85;321,42;413,05;1068,80;102,51
Socialstyrelsens statistikdatabas 2019-11-28
